code,term
Z31448,"Encounter for other genetic testing of male for procreative management"
Z3149,"Encounter for other procreative investigation and testing"
Z315,"Encounter for procreative genetic counseling"
Z3161,"Procreative counseling and advice using natural family planning"
Z3162,"Encounter for fertility preservation counseling"
Z3169,"Encounter for other general counseling and advice on procreation"
Z317,"Encounter for procreative management and counseling for gestational carrier"
Z3181,"Encounter for male factor infertility in female patient"
Z3182,"Encounter for Rh incompatibility status"
Z3183,"Encounter for assisted reproductive fertility procedure cycle"
Z3184,"Encounter for fertility preservation procedure"
Z3189,"Encounter for other procreative management"
Z322,"Encounter for childbirth instruction"
Z323,"Encounter for childcare instruction"
Z332,"Encounter for elective termination of pregnancy"
Z360,"Encounter for antenatal screening for chromosomal anomalies"
Z361,"Encounter for antenatal screening for raised alphafetoprotein level"
Z362,"Encounter for other antenatal screening follow-up"
Z363,"Encounter for antenatal screening for malformations"
Z364,"Encounter for antenatal screening for fetal growth retardation"
Z365,"Encounter for antenatal screening for isoimmunization"
Z3681,"Encounter for antenatal screening for hydrops fetalis"
Z3682,"Encounter for antenatal screening for nuchal translucency"
Z3683,"Encounter for fetal screening for congenital cardiac abnormalities"
Z3684,"Encounter for antenatal screening for fetal lung maturity"
Z3685,"Encounter for antenatal screening for Streptococcus B"
Z3686,"Encounter for antenatal screening for cervical length"
Z3687,"Encounter for antenatal screening for uncertain dates"
Z3688,"Encounter for antenatal screening for fetal macrosomia"
Z3689,"Encounter for other specified antenatal screening"
Z368A,"Encounter for antenatal screening for other genetic defects"
Z370,"Single live birth"
Z371,"Single stillbirth"
Z390,"Encounter for care and examination of mother immediately after delivery"
Z391,"Encounter for care and examination of lactating mother"
Z392,"Encounter for routine postpartum follow-up"
Z3A00,"Weeks of gestation of pregnancy not specified"
Z3A01,"Less than 8 weeks gestation of pregnancy"
Z3A08,"8 weeks gestation of pregnancy"
Z3A09,"9 weeks gestation of pregnancy"
Z3A10,"10 weeks gestation of pregnancy"
Z3A11,"11 weeks gestation of pregnancy"
Z3A12,"12 weeks gestation of pregnancy"
Z3A13,"13 weeks gestation of pregnancy"
Z3A14,"14 weeks gestation of pregnancy"
Z3A15,"15 weeks gestation of pregnancy"
Z3A16,"16 weeks gestation of pregnancy"
Z3A17,"17 weeks gestation of pregnancy"
Z3A18,"18 weeks gestation of pregnancy"
Z3A19,"19 weeks gestation of pregnancy"
Z3A20,"20 weeks gestation of pregnancy"
Z3A21,"21 weeks gestation of pregnancy"
Z3A22,"22 weeks gestation of pregnancy"
Z3A23,"23 weeks gestation of pregnancy"
Z3A24,"24 weeks gestation of pregnancy"
Z3A25,"25 weeks gestation of pregnancy"
Z3A26,"26 weeks gestation of pregnancy"
Z3A27,"27 weeks gestation of pregnancy"
Z3A28,"28 weeks gestation of pregnancy"
Z3A29,"29 weeks gestation of pregnancy"
Z3A30,"30 weeks gestation of pregnancy"
Z3A31,"31 weeks gestation of pregnancy"
Z3A32,"32 weeks gestation of pregnancy"
Z3A33,"33 weeks gestation of pregnancy"
Z3A34,"34 weeks gestation of pregnancy"
Z3A35,"35 weeks gestation of pregnancy"
Z3A36,"36 weeks gestation of pregnancy"
Z3A37,"37 weeks gestation of pregnancy"
Z3A38,"38 weeks gestation of pregnancy"
Z3A39,"39 weeks gestation of pregnancy"
Z3A40,"40 weeks gestation of pregnancy"
Z3A41,"41 weeks gestation of pregnancy"
Z3A42,"42 weeks gestation of pregnancy"
Z3A49,"Greater than 42 weeks gestation of pregnancy"
Z4000,"Encounter for prophylactic removal of unspecified organ"
Z4001,"Encounter for prophylactic removal of breast"
Z4002,"Encounter for prophylactic removal of ovary(s)"
Z4003,"Encounter for prophylactic removal of fallopian tube(s)"
Z4009,"Encounter for prophylactic removal of other organ"
Z4081,"Encounter for prophylactic surgery for removal of ovary(s) for persons without known genetic/familial risk factors"
Z4082,"Encounter for prophylactic surgery for removal of fallopian tube(s) for persons without known genetic/familial risk factors"
Z4089,"Encounter for other prophylactic surgery"
Z411,"Encounter for cosmetic surgery"
Z412,"Encounter for routine and ritual male circumcision"
Z413,"Encounter for ear piercing"
Z418,"Encounter for other procedures for purposes other than remedying health state"
Z421,"Encounter for breast reconstruction following mastectomy"
Z428,"Encounter for other plastic and reconstructive surgery following medical procedure or healed injury"
Z430,"Encounter for attention to tracheostomy"
Z431,"Encounter for attention to gastrostomy"
Z432,"Encounter for attention to ileostomy"
Z433,"Encounter for attention to colostomy"
Z434,"Encounter for attention to other artificial openings of digestive tract"
Z435,"Encounter for attention to cystostomy"
Z436,"Encounter for attention to other artificial openings of urinary tract"
Z437,"Encounter for attention to artificial vagina"
Z438,"Encounter for attention to other artificial openings"
Z439,"Encounter for attention to unspecified artificial opening"
Z44001,"Encounter for fitting and adjustment of unspecified right artificial arm"
Z44002,"Encounter for fitting and adjustment of unspecified left artificial arm"
Z44011,"Encounter for fitting and adjustment of complete right artificial arm"
Z44012,"Encounter for fitting and adjustment of complete left artificial arm"
Z44021,"Encounter for fitting and adjustment of partial artificial right arm"
Z44022,"Encounter for fitting and adjustment of partial artificial left arm"
Z44101,"Encounter for fitting and adjustment of unspecified right artificial leg"
Z44102,"Encounter for fitting and adjustment of unspecified left artificial leg"
Z44111,"Encounter for fitting and adjustment of complete right artificial leg"
Z44112,"Encounter for fitting and adjustment of complete left artificial leg"
Z44121,"Encounter for fitting and adjustment of partial artificial right leg"
Z44122,"Encounter for fitting and adjustment of partial artificial left leg"
Z4421,"Encounter for fitting and adjustment of artificial right eye"
Z4422,"Encounter for fitting and adjustment of artificial left eye"
Z4431,"Encounter for fitting and adjustment of external right breast prosthesis"
Z4432,"Encounter for fitting and adjustment of external left breast prosthesis"
Z448,"Encounter for fitting and adjustment of other external prosthetic devices"
Z449,"Encounter for fitting and adjustment of unspecified external prosthetic device"
Z45010,"Encounter for checking and testing of cardiac pacemaker pulse generator [battery]"
Z45018,"Encounter for adjustment and management of other part of cardiac pacemaker"
Z4502,"Encounter for adjustment and management of automatic implantable cardiac defibrillator"
Z4509,"Encounter for adjustment and management of other cardiac device"
Z451,"Encounter for adjustment and management of infusion pump"
Z452,"Encounter for adjustment and management of vascular access device"
Z4531,"Encounter for adjustment and management of implanted visual substitution device"
Z45320,"Encounter for adjustment and management of bone conduction device"
Z45321,"Encounter for adjustment and management of cochlear device"
Z45328,"Encounter for adjustment and management of other implanted hearing device"
Z4541,"Encounter for adjustment and management of cerebrospinal fluid drainage device"
Z4542,"Encounter for adjustment and management of neurostimulator"
Z4549,"Encounter for adjustment and management of other implanted nervous system device"
Z45811,"Encounter for adjustment or removal of right breast implant"
Z45812,"Encounter for adjustment or removal of left breast implant"
Z45819,"Encounter for adjustment or removal of unspecified breast implant"
Z4582,"Encounter for adjustment or removal of myringotomy device (stent) (tube)"
Z4589,"Encounter for adjustment and management of other implanted devices"
Z459,"Encounter for adjustment and management of unspecified implanted device"
Z460,"Encounter for fitting and adjustment of spectacles and contact lenses"
Z461,"Encounter for fitting and adjustment of hearing aid"
Z462,"Encounter for fitting and adjustment of other devices related to nervous system and special senses"
Z463,"Encounter for fitting and adjustment of dental prosthetic device"
Z464,"Encounter for fitting and adjustment of orthodontic device"
Z4651,"Encounter for fitting and adjustment of gastric lap band"
Z4659,"Encounter for fitting and adjustment of other gastrointestinal appliance and device"
Z466,"Encounter for fitting and adjustment of urinary device"
Z4681,"Encounter for fitting and adjustment of insulin pump"
Z4682,"Encounter for fitting and adjustment of non-vascular catheter"
Z4689,"Encounter for fitting and adjustment of other specified devices"
Z469,"Encounter for fitting and adjustment of unspecified device"
Z471,"Aftercare following joint replacement surgery"
Z472,"Encounter for removal of internal fixation device"
Z4731,"Aftercare following explantation of shoulder joint prosthesis"
Z4732,"Aftercare following explantation of hip joint prosthesis"
Z4733,"Aftercare following explantation of knee joint prosthesis"
Z4781,"Encounter for orthopedic aftercare following surgical amputation"
Z4782,"Encounter for orthopedic aftercare following scoliosis surgery"
Z4789,"Encounter for other orthopedic aftercare"
Z4800,"Encounter for change or removal of nonsurgical wound dressing"
Z4801,"Encounter for change or removal of surgical wound dressing"
Z4802,"Encounter for removal of sutures"
Z4803,"Encounter for change or removal of drains"
Z481,"Encounter for planned postprocedural wound closure"
Z4821,"Encounter for aftercare following heart transplant"
Z4822,"Encounter for aftercare following kidney transplant"
Z4823,"Encounter for aftercare following liver transplant"
Z4824,"Encounter for aftercare following lung transplant"
Z48280,"Encounter for aftercare following heart-lung transplant"
Z48288,"Encounter for aftercare following multiple organ transplant"
Z48290,"Encounter for aftercare following bone marrow transplant"
Z48298,"Encounter for aftercare following other organ transplant"
Z483,"Aftercare following surgery for neoplasm"
Z48810,"Encounter for surgical aftercare following surgery on the sense organs"
Z48811,"Encounter for surgical aftercare following surgery on the nervous system"
Z48812,"Encounter for surgical aftercare following surgery on the circulatory system"
Z48813,"Encounter for surgical aftercare following surgery on the respiratory system"
Z48814,"Encounter for surgical aftercare following surgery on the teeth or oral cavity"
Z48815,"Encounter for surgical aftercare following surgery on the digestive system"
Z48816,"Encounter for surgical aftercare following surgery on the genitourinary system"
Z48817,"Encounter for surgical aftercare following surgery on the skin and subcutaneous tissue"
Z4889,"Encounter for other specified surgical aftercare"
Z4901,"Encounter for fitting and adjustment of extracorporeal dialysis catheter"
Z4902,"Encounter for fitting and adjustment of peritoneal dialysis catheter"
Z4931,"Encounter for adequacy testing for hemodialysis"
Z4932,"Encounter for adequacy testing for peritoneal dialysis"
Z510,"Encounter for antineoplastic radiation therapy"
Z5111,"Encounter for antineoplastic chemotherapy"
Z5112,"Encounter for antineoplastic immunotherapy"
Z515,"Encounter for palliative care"
Z516,"Encounter for desensitization to allergens"
Z5181,"Encounter for therapeutic drug level monitoring"
Z5189,"Encounter for other specified aftercare"
Z51A,"Encounter for sepsis aftercare"
Z523,"Bone marrow donor"
Z524,"Kidney donor"
Z525,"Cornea donor"
Z526,"Liver donor"
Z5289,"Donor of other specified organs or tissues"
Z529,"Donor of unspecified organ or tissue"
Z5301,"Procedure and treatment not carried out due to patient smoking"
Z5309,"Procedure and treatment not carried out because of other contraindication"
Z531,"Procedure and treatment not carried out because of patient's decision for reasons of belief and group pressure"
Z5320,"Procedure and treatment not carried out because of patient's decision for unspecified reasons"
Z5321,"Procedure and treatment not carried out due to patient leaving prior to being seen by health care provider"
Z5329,"Procedure and treatment not carried out because of patient's decision for other reasons"
Z5331,"Laparoscopic surgical procedure converted to open procedure"
Z5332,"Thoracoscopic surgical procedure converted to open procedure"
Z5333,"Arthroscopic surgical procedure converted to open procedure"
Z5339,"Other specified procedure converted to open procedure"
Z538,"Procedure and treatment not carried out for other reasons"
Z550,"Illiteracy and low-level literacy"
Z551,"Schooling unavailable and unattainable"
Z552,"Failed school examinations"
Z553,"Underachievement in school"
Z554,"Educational maladjustment and discord with teachers and classmates"
Z555,"Less than a high school diploma"
Z556,"Problems related to health literacy"
Z558,"Other problems related to education and literacy"
Z561,"Change of job"
Z562,"Threat of job loss"
Z563,"Stressful work schedule"
Z564,"Discord with boss and workmates"
Z565,"Uncongenial work environment"
Z566,"Other physical and mental strain related to work"
Z5681,"Sexual harassment on the job"
Z5682,"Military deployment status"
Z5689,"Other problems related to employment"
Z569,"Unspecified problems related to employment"
Z570,"Occupational exposure to noise"
Z571,"Occupational exposure to radiation"
Z572,"Occupational exposure to dust"
Z5731,"Occupational exposure to environmental tobacco smoke"
Z5739,"Occupational exposure to other air contaminants"
Z574,"Occupational exposure to toxic agents in agriculture"
Z575,"Occupational exposure to toxic agents in other industries"
Z576,"Occupational exposure to extreme temperature"
Z577,"Occupational exposure to vibration"
Z578,"Occupational exposure to other risk factors"
Z579,"Occupational exposure to unspecified risk factor"
Z586,"Inadequate drinking-water supply"
Z5881,"Basic services unavailable in physical environment"
Z5889,"Other problems related to physical environment"
Z5900,"Homelessness unspecified"
Z5901,"Sheltered homelessness"
Z5902,"Unsheltered homelessness"
Z5911,"Inadequate housing environmental temperature"
Z5912,"Inadequate housing utilities"
Z5919,"Other inadequate housing"
Z593,"Problems related to living in residential institution"
Z5941,"Food insecurity"
Z5948,"Other specified lack of adequate food"
Z595,"Extreme poverty"
Z596,"Low income"
Z5971,"Insufficient health insurance coverage"
Z5972,"Insufficient welfare support"
Z5982,"Transportation insecurity"
Z59868,"Other specified financial insecurity"
Z5989,"Other problems related to housing and economic circumstances"
Z600,"Problems of adjustment to life-cycle transitions"
Z602,"Problems related to living alone"
Z603,"Acculturation difficulty"
Z604,"Social exclusion and rejection"
Z605,"Target of (perceived) adverse discrimination and persecution"
Z608,"Other problems related to social environment"
Z620,"Inadequate parental supervision and control"
Z621,"Parental overprotection"
Z6221,"Child in welfare custody"
Z6222,"Institutional upbringing"
Z6223,"Child in custody of non-parental relative"
Z6224,"Child in custody of non-relative guardian"
Z6229,"Other upbringing away from parents"
Z623,"Hostility towards and scapegoating of child"
Z626,"Inappropriate (excessive) parental pressure"
Z62810,"Personal history of physical and sexual abuse in childhood"
Z62811,"Personal history of psychological abuse in childhood"
Z62812,"Personal history of neglect in childhood"
Z62813,"Personal history of forced labor or sexual exploitation in childhood"
Z62814,"Personal history of child financial abuse"
Z62815,"Personal history of intimate partner abuse in childhood"
Z62819,"Personal history of unspecified abuse in childhood"
Z62820,"Parent-biological child conflict"
Z62821,"Parent-adopted child conflict"
Z62822,"Parent-foster child conflict"
Z62823,"Parent-step child conflict"
Z62831,"Non-parental relative-child conflict"
Z62832,"Non-relative guardian-child conflict"
Z62833,"Group home staff-child conflict"
Z62890,"Parent-child estrangement NEC"
Z62891,"Sibling rivalry"
Z62892,"Runaway [from current living environment]"
Z62898,"Other specified problems related to upbringing"
Z630,"Problems in relationship with spouse or partner"
Z631,"Problems in relationship with in-laws"
Z6331,"Absence of family member due to military deployment"
Z6332,"Other absence of family member"
Z634,"Disappearance and death of family member"
Z635,"Disruption of family by separation and divorce"
Z636,"Dependent relative needing care at home"
Z6371,"Stress on family due to return of family member from military deployment"
Z6372,"Alcoholism and drug addiction in family"
Z6379,"Other stressful life events affecting family and household"
Z638,"Other specified problems related to primary support group"
Z640,"Problems related to unwanted pregnancy"
Z641,"Problems related to multiparity"
Z644,"Discord with counselors"
Z650,"Conviction in civil and criminal proceedings without imprisonment"
Z651,"Imprisonment and other incarceration"
Z652,"Problems related to release from prison"
Z653,"Problems related to other legal circumstances"
Z654,"Victim of crime and terrorism"
Z658,"Other specified problems related to psychosocial circumstances"
Z659,"Problem related to unspecified psychosocial circumstances"
Z66,"Do not resuscitate"
Z67A1,"Duffy null"
Z67A2,"Duffy a positive"
Z67A3,"Duffy b positive"
Z67A4,"Duffy a and b positive"
Z69010,"Encounter for mental health services for victim of parental child abuse"
Z69011,"Encounter for mental health services for perpetrator of parental child abuse"
Z69020,"Encounter for mental health services for victim of non-parental child abuse"
Z69021,"Encounter for mental health services for perpetrator of non-parental child abuse"
Z6911,"Encounter for mental health services for victim of spousal or partner abuse"
Z6912,"Encounter for mental health services for perpetrator of spousal or partner abuse"
Z6981,"Encounter for mental health services for victim of other abuse"
Z6982,"Encounter for mental health services for perpetrator of other abuse"
Z700,"Counseling related to sexual attitude"
Z701,"Counseling related to patient's sexual behavior and orientation"
Z702,"Counseling related to sexual behavior and orientation of third party"
Z708,"Other sex counseling"
Z710,"Person encountering health services to consult on behalf of another person"
Z711,"Person with feared health complaint in whom no diagnosis is made"
Z712,"Person consulting for explanation of examination or test findings"
Z713,"Dietary counseling and surveillance"
Z7141,"Alcohol abuse counseling and surveillance of alcoholic"
Z7142,"Counseling for family member of alcoholic"
Z7151,"Drug abuse counseling and surveillance of drug abuser"
Z7152,"Counseling for family member of drug abuser"
Z716,"Tobacco abuse counseling"
Z717,"Human immunodeficiency virus [HIV] counseling"
Z7181,"Spiritual or religious counseling"
Z7182,"Exercise counseling"
Z7183,"Encounter for nonprocreative genetic counseling"
Z7184,"Encounter for health counseling related to travel"
Z7185,"Encounter for immunization safety counseling"
Z7187,"Encounter for pediatric-to-adult transition counseling"
Z7188,"Encounter for counseling for socioeconomic factors"
Z7189,"Other specified counseling"
Z720,"Tobacco use"
Z723,"Lack of physical exercise"
Z724,"Inappropriate diet and eating habits"
Z7251,"High risk heterosexual behavior"
Z7252,"High risk homosexual behavior"
Z7253,"High risk bisexual behavior"
Z726,"Gambling and betting"
Z72810,"Child and adolescent antisocial behavior"
Z72811,"Adult antisocial behavior"
Z72820,"Sleep deprivation"
Z72821,"Inadequate sleep hygiene"
Z72823,"Risk of suffocation (smothering) under another while sleeping"
Z7289,"Other problems related to lifestyle"
Z730,"Burn-out"
Z731,"Type A behavior pattern"
Z732,"Lack of relaxation and leisure"
Z736,"Limitation of activities due to disability"
Z7382,"Dual sensory impairment"
Z7389,"Other problems related to life management difficulty"
Z7401,"Bed confinement status"
Z7409,"Other reduced mobility"
Z741,"Need for assistance with personal care"
Z742,"Need for assistance at home and no other household member able to render care"
Z743,"Need for continuous supervision"
Z748,"Other problems related to care provider dependency"
Z750,"Medical services not available in home"
Z751,"Person awaiting admission to adequate facility elsewhere"
Z752,"Other waiting period for investigation and treatment"
Z753,"Unavailability and inaccessibility of health-care facilities"
Z754,"Unavailability and inaccessibility of other helping agencies"
Z755,"Holiday relief care"
Z758,"Other problems related to medical facilities and other health care"
Z759,"Unspecified problem related to medical facilities and other health care"
Z760,"Encounter for issue of repeat prescription"
Z761,"Encounter for health supervision and care of foundling"
Z762,"Encounter for health supervision and care of other healthy infant and child"
Z763,"Healthy person accompanying sick person"
Z764,"Other boarder to healthcare facility"
Z765,"Malingerer [conscious simulation]"
Z7681,"Expectant parent(s) prebirth pediatrician visit"
Z7682,"Awaiting organ transplant status"
Z7689,"Persons encountering health services in other specified circumstances"
Z77010,"Contact with and (suspected) exposure to arsenic"
Z77011,"Contact with and (suspected) exposure to lead"
Z77012,"Contact with and (suspected) exposure to uranium"
Z77018,"Contact with and (suspected) exposure to other hazardous metals"
Z77020,"Contact with and (suspected) exposure to aromatic amines"
Z77021,"Contact with and (suspected) exposure to benzene"
Z77028,"Contact with and (suspected) exposure to other hazardous aromatic compounds"
Z77090,"Contact with and (suspected) exposure to asbestos"
Z77110,"Contact with and (suspected) exposure to air pollution"
Z77111,"Contact with and (suspected) exposure to water pollution"
Z77112,"Contact with and (suspected) exposure to soil pollution"
Z77118,"Contact with and (suspected) exposure to other environmental pollution"
Z77120,"Contact with and (suspected) exposure to mold (toxic)"
Z77121,"Contact with and (suspected) exposure to harmful algae and algae toxins"
Z77122,"Contact with and (suspected) exposure to noise"
Z77123,"Contact with and (suspected) exposure to radon and other naturally occurring radiation"
Z77128,"Contact with and (suspected) exposure to other hazards in the physical environment"
Z7721,"Contact with and (suspected) exposure to potentially hazardous body fluids"
Z7722,"Contact with and (suspected) exposure to environmental tobacco smoke (acute) (chronic)"
Z7729,"Contact with and (suspected) exposure to other hazardous substances"
Z7731,"Contact with and (suspected) exposure to Gulf War theater"
Z7739,"Contact with and (suspected) exposure to other war theater"
Z779,"Other contact with and (suspected) exposures hazardous to health"
Z780,"Asymptomatic menopausal state"
Z781,"Physical restraint status"
Z789,"Other specified health status"
Z7901,"Long term (current) use of anticoagulants"
Z7902,"Long term (current) use of antithrombotics/antiplatelets"
Z791,"Long term (current) use of non-steroidal anti-inflammatories (NSAID)"
Z792,"Long term (current) use of antibiotics"
Z793,"Long term (current) use of hormonal contraceptives"
Z794,"Long term (current) use of insulin"
Z7951,"Long term (current) use of inhaled steroids"
Z7952,"Long term (current) use of systemic steroids"
Z7960,"Long term (current) use of unspecified immunomodulators and immunosuppressants"
Z7961,"Long term (current) use of immunomodulator"
Z79620,"Long term (current) use of immunosuppressive biologic"
Z79621,"Long term (current) use of calcineurin inhibitor"
Z79622,"Long term (current) use of Janus kinase inhibitor"
Z79623,"Long term (current) use of mammalian target of rapamycin (mTOR) inhibitor"
Z79624,"Long term (current) use of inhibitors of nucleotide synthesis"
Z79630,"Long term (current) use of alkylating agent"
Z79631,"Long term (current) use of antimetabolite agent"
Z79632,"Long term (current) use of antitumor antibiotic"
Z79633,"Long term (current) use of mitotic inhibitor"
Z79634,"Long term (current) use of topoisomerase inhibitor"
Z7964,"Long term (current) use of myelosuppressive agent"
Z7969,"Long term (current) use of other immunomodulators and immunosuppressants"
Z79810,"Long term (current) use of selective estrogen receptor modulators (SERMs)"
Z79811,"Long term (current) use of aromatase inhibitors"
Z79818,"Long term (current) use of other agents affecting estrogen receptors and estrogen levels"
Z7982,"Long term (current) use of aspirin"
Z7983,"Long term (current) use of bisphosphonates"
Z7984,"Long term (current) use of oral hypoglycemic drugs"
Z7985,"Long-term (current) use of injectable non-insulin antidiabetic drugs"
Z79890,"Hormone replacement therapy"
Z79891,"Long term (current) use of opiate analgesic"
Z79899,"Other long term (current) drug therapy"
Z800,"Family history of malignant neoplasm of digestive organs"
Z802,"Family history of malignant neoplasm of other respiratory and intrathoracic organs"
Z803,"Family history of malignant neoplasm of breast"
Z8041,"Family history of malignant neoplasm of ovary"
Z8042,"Family history of malignant neoplasm of prostate"
Z8043,"Family history of malignant neoplasm of testis"
Z8044,"Family history of malignant neoplasm of fallopian tube(s)"
Z8049,"Family history of malignant neoplasm of other genital organs"
Z8051,"Family history of malignant neoplasm of kidney"
Z8052,"Family history of malignant neoplasm of bladder"
Z8059,"Family history of malignant neoplasm of other urinary tract organ"
Z806,"Family history of leukemia"
Z808,"Family history of malignant neoplasm of other organs or systems"
Z810,"Family history of intellectual disabilities"
Z811,"Family history of alcohol abuse and dependence"
Z812,"Family history of tobacco abuse and dependence"
Z813,"Family history of other psychoactive substance abuse and dependence"
Z814,"Family history of other substance abuse and dependence"
Z818,"Family history of other mental and behavioral disorders"
Z820,"Family history of epilepsy and other diseases of the nervous system"
Z821,"Family history of blindness and visual loss"
Z822,"Family history of deafness and hearing loss"
Z823,"Family history of stroke"
Z8241,"Family history of sudden cardiac death"
Z8249,"Family history of ischemic heart disease and other diseases of the circulatory system"
Z825,"Family history of asthma and other chronic lower respiratory diseases"
Z8261,"Family history of arthritis"
Z8262,"Family history of osteoporosis"
Z8269,"Family history of other diseases of the musculoskeletal system and connective tissue"
Z8271,"Family history of polycystic kidney"
Z830,"Family history of human immunodeficiency virus [HIV] disease"
Z831,"Family history of other infectious and parasitic diseases"
Z832,"Family history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
Z833,"Family history of diabetes mellitus"
Z8341,"Family history of multiple endocrine neoplasia [MEN] syndrome"
Z8342,"Family history of familial hypercholesterolemia"
Z83430,"Family history of elevated lipoprotein(a)"
Z83438,"Family history of other disorder of lipoprotein metabolism and other lipidemia"
Z83511,"Family history of glaucoma"
Z83518,"Family history of other specified eye disorder"
Z8352,"Family history of ear disorders"
Z836,"Family history of other diseases of the respiratory system"
Z83710,"Family history of adenomatous and serrated polyps"
Z83711,"Family history of hyperplastic colon polyps"
Z83718,"Family history of other colon polyps"
Z8372,"Family history of familial adenomatous polyposis"
Z8379,"Family history of other diseases of the digestive system"
Z840,"Family history of diseases of the skin and subcutaneous tissue"
Z8411,"Family history of APOL1-mediated kidney disease [AMKD]"
Z8419,"Family history of other disorders of kidney and ureter"
Z842,"Family history of other diseases of the genitourinary system"
Z843,"Family history of consanguinity"
Z8481,"Family history of carrier of genetic disease"
Z8482,"Family history of sudden infant death syndrome"
Z8489,"Family history of other specified conditions"
Z84A,"Family history of exposure to diethylstilbestrol"
Z8500,"Personal history of malignant neoplasm of unspecified digestive organ"
Z8501,"Personal history of malignant neoplasm of esophagus"
Z85020,"Personal history of malignant carcinoid tumor of stomach"
Z85028,"Personal history of other malignant neoplasm of stomach"
Z85030,"Personal history of malignant carcinoid tumor of large intestine"
Z85038,"Personal history of other malignant neoplasm of large intestine"
Z85040,"Personal history of malignant carcinoid tumor of rectum"
Z8505,"Personal history of malignant neoplasm of liver"
Z85060,"Personal history of malignant carcinoid tumor of small intestine"
Z85068,"Personal history of other malignant neoplasm of small intestine"
Z8507,"Personal history of malignant neoplasm of pancreas"
Z8509,"Personal history of malignant neoplasm of other digestive organs"
Z85110,"Personal history of malignant carcinoid tumor of bronchus and lung"
Z85118,"Personal history of other malignant neoplasm of bronchus and lung"
Z8512,"Personal history of malignant neoplasm of trachea"
Z8520,"Personal history of malignant neoplasm of unspecified respiratory organ"
Z8521,"Personal history of malignant neoplasm of larynx"
Z85230,"Personal history of malignant carcinoid tumor of thymus"
Z85238,"Personal history of other malignant neoplasm of thymus"
Z8529,"Personal history of malignant neoplasm of other respiratory and intrathoracic organs"
Z853,"Personal history of malignant neoplasm of breast"
Z8540,"Personal history of malignant neoplasm of unspecified female genital organ"
Z8541,"Personal history of malignant neoplasm of cervix uteri"
Z8542,"Personal history of malignant neoplasm of other parts of uterus"
Z8543,"Personal history of malignant neoplasm of ovary"
Z8544,"Personal history of malignant neoplasm of other female genital organs"
Z8545,"Personal history of malignant neoplasm of unspecified male genital organ"
Z8546,"Personal history of malignant neoplasm of prostate"
Z8547,"Personal history of malignant neoplasm of testis"
Z8548,"Personal history of malignant neoplasm of epididymis"
Z8549,"Personal history of malignant neoplasm of other male genital organs"
Z854A,"Personal history of malignant neoplasm of fallopian tube(s)"
Z8550,"Personal history of malignant neoplasm of unspecified urinary tract organ"
Z8551,"Personal history of malignant neoplasm of bladder"
Z85520,"Personal history of malignant carcinoid tumor of kidney"
Z85528,"Personal history of other malignant neoplasm of kidney"
Z8553,"Personal history of malignant neoplasm of renal pelvis"
Z8554,"Personal history of malignant neoplasm of ureter"
Z8559,"Personal history of malignant neoplasm of other urinary tract organ"
Z856,"Personal history of leukemia"
Z8571,"Personal history of Hodgkin lymphoma"
Z8572,"Personal history of non-Hodgkin lymphomas"
Z85810,"Personal history of malignant neoplasm of tongue"
Z85820,"Personal history of malignant melanoma of skin"
Z85821,"Personal history of Merkel cell carcinoma"
Z85828,"Personal history of other malignant neoplasm of skin"
Z85830,"Personal history of malignant neoplasm of bone"
Z85831,"Personal history of malignant neoplasm of soft tissue"
Z85840,"Personal history of malignant neoplasm of eye"
Z85841,"Personal history of malignant neoplasm of brain"
Z85848,"Personal history of malignant neoplasm of other parts of nervous tissue"
Z85850,"Personal history of malignant neoplasm of thyroid"
Z85858,"Personal history of malignant neoplasm of other endocrine glands"
Z8589,"Personal history of malignant neoplasm of other organs and systems"
Z86000,"Personal history of in-situ neoplasm of breast"
Z86001,"Personal history of in-situ neoplasm of cervix uteri"
Z86002,"Personal history of in-situ neoplasm of other and unspecified genital organs"
Z86004,"Personal history of in-situ neoplasm of other and unspecified digestive organs"
Z86005,"Personal history of in-situ neoplasm of middle ear and respiratory system"
Z86006,"Personal history of melanoma in-situ"
Z86007,"Personal history of in-situ neoplasm of skin"
Z86008,"Personal history of in-situ neoplasm of other site"
Z8600A,"Personal history of in-situ neoplasm of the fallopian tube(s)"
Z860101,"Personal history of adenomatous and serrated colon polyps"
Z860102,"Personal history of hyperplastic colon polyps"
Z860109,"Personal history of other colon polyps"
Z86011,"Personal history of benign neoplasm of the brain"
Z86012,"Personal history of benign carcinoid tumor"
Z86018,"Personal history of other benign neoplasm"
Z8603,"Personal history of neoplasm of uncertain behavior"
Z8611,"Personal history of tuberculosis"
Z8612,"Personal history of poliomyelitis"
Z8613,"Personal history of malaria"
Z8614,"Personal history of Methicillin resistant Staphylococcus aureus infection"
Z8615,"Personal history of latent tuberculosis infection"
Z8616,"Personal history of COVID-19"
Z8619,"Personal history of other infectious and parasitic diseases"
Z862,"Personal history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
Z8631,"Personal history of diabetic foot ulcer"
Z8632,"Personal history of gestational diabetes"
Z8651,"Personal history of combat and operational stress reaction"
Z8659,"Personal history of other mental and behavioral disorders"
Z8661,"Personal history of infections of the central nervous system"
